name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,days_since_last_review,price_bin,price_per_day,is_premium,price_log
Luxury 200m2 house with garden near Vondelpark,9223344,Zuid,52.35666424,4.875306379,Entire Home,855.0,5,1,2024-04-05,0.07,1,201,0,453.0,$500+,4.232673267326732,True,6.752270376141742
Old Port of Amsterdam,209216106,Centrum-Oost,52.372582,4.904505,Entire Home,164.0,3,14,2024-05-05,0.55,1,38,0,423.0,$101 -200,4.205128205128205,False,5.10594547390058
Bright and cozy 1 bdr apartment with balcony,502273251,Oud-Oost,52.35516,4.92472,Entire Home,149.0,2,10,2025-04-10,0.4,1,21,3,83.0,$101 -200,6.7727272727272725,False,5.0106352940962555
"Spacious appartement near center, 5 min from RAI",244891058,De Pijp - Rivierenbuurt,52.34413833,4.89770387,Entire Home,198.0,3,10,2025-05-04,0.37,1,197,4,59.0,$101 -200,1.0,False,5.293304824724492
Licht en rustig appartement,117113640,Oud-Oost,52.3562262,4.9177363,Entire Home,211.0,1,11,2025-05-18,0.59,1,47,4,45.0,$201-500,4.395833333333333,False,5.356586274672012
Spacious apartment near De Pijp,69306712,De Pijp - Rivierenbuurt,52.34436,4.90895,Entire Home,223.0,3,10,2024-12-30,0.36,1,0,1,184.0,$201-500,223.0,False,5.4116460518550396
Amsterdam Centre Boutique Apartment,258391748,Centrum-Oost,52.36129341,4.892414452,Entire Home,223.0,1,15,2024-08-16,0.56,1,0,4,320.0,$201-500,223.0,False,5.4116460518550396
Amazing room on keizersgracht,463675015,Centrum-Oost,52.36313277,4.896885653,Private Room,149.0,1,56,2025-06-01,2.23,1,363,21,31.0,$101 -200,0.40934065934065933,False,5.0106352940962555
Ground FloorApartment in the trendy Oud-west,2944461,De Baarsjes - Oud-West,52.36095,4.8577,Entire Home,287.0,5,19,2025-05-27,0.69,1,4,7,36.0,$201-500,57.4,False,5.662960480135946
Kids & family place Westerpark,1784454,Westerpark,52.38064,4.87408,Entire Home,340.0,2,10,2024-11-03,0.44,1,6,5,241.0,$201-500,48.57142857142857,False,5.831882477283517
A lovely stay on an Amstel houseboat,107451990,De Pijp - Rivierenbuurt,52.3414944,4.9139251,Private Room,140.0,3,11,2025-06-13,0.44,1,289,3,19.0,$101 -200,0.4827586206896552,False,4.948759890378168
Stylish house with garden in lovely neighborhood,502607145,De Baarsjes - Oud-West,52.36191,4.86131,Entire Home,223.0,2,1,2023-04-12,0.04,1,0,0,812.0,$201-500,223.0,False,5.4116460518550396
Chic & Sunny City Apartment with Balcony,4303476,Westerpark,52.38483,4.8721,Entire Home,89.0,1,0,,0.0,1,168,0,4197.0,$51-100,0.5266272189349113,False,4.499809670330265
Modern Spacious Apartment With Balcony,73368906,Zuid,52.3511107,4.8465053,Entire Home,189.0,5,35,2025-06-01,1.29,1,69,18,31.0,$101 -200,2.7,False,5.247024072160486
Spacious and central design apartment,9200127,Oud-Oost,52.35721873,4.906688527,Entire Home,380.0,2,16,2025-05-19,0.71,1,167,9,44.0,$201-500,2.261904761904762,True,5.942799375126701
Spacious and Bright Apartment in Center-East,502843313,Oud-Oost,52.3590243,4.9134976,Entire Home,350.0,5,7,2024-09-29,0.26,1,125,2,276.0,$201-500,2.7777777777777777,False,5.860786223465865
Ruime woning + zonnig dakterras in gezellige buurt,15705976,Westerpark,52.3898894,4.8834873,Entire Home,223.0,5,8,2024-08-03,0.31,1,0,1,333.0,$201-500,223.0,False,5.4116460518550396
Family home with garden and private parking,74094000,Noord-West,52.4111,4.90208,Entire Home,249.0,4,3,2025-05-03,0.12,1,67,2,60.0,$201-500,3.661764705882353,False,5.521460917862246
My Apartment on the Water,169835244,Geuzenveld - Slotermeer,52.3795064,4.8231606,Entire Home,148.0,14,18,2025-06-06,0.72,1,291,12,26.0,$101 -200,0.5068493150684932,False,5.003946305945459
Private Room For 6 Persons Amsterdam,502914333,Oud-Noord,52.38606,4.92151,Private Room,125.0,1,21,2025-05-28,0.77,4,2,6,35.0,$101 -200,41.666666666666664,False,4.836281906951478
Vondel Hideaway,16377227,Zuid,52.3533031,4.855643982,Entire Home,223.0,1,11,2024-06-28,0.4,1,0,1,369.0,$201-500,223.0,False,5.4116460518550396
Apartment in Amsterdam Zuid,64390665,Zuid,52.352,4.85007,Entire Home,294.0,4,8,2024-05-01,0.29,1,351,0,427.0,$201-500,0.8352272727272727,False,5.68697535633982
2 bedroom apartment in Amsterdam,176057755,De Baarsjes - Oud-West,52.37044204,4.848373982,Entire Home,325.0,5,6,2024-09-13,0.22,1,11,2,292.0,$201-500,27.083333333333332,False,5.786897381366708
Luxurious villa,8982145,Noord-West,52.417151,4.9021076,Entire Home,223.0,2,2,2024-07-21,0.08,1,0,1,346.0,$201-500,223.0,False,5.4116460518550396
Houseboat Aquatic Oasis,56887163,De Baarsjes - Oud-West,52.36974062,4.873260542,Entire Home,550.0,2,24,2025-05-26,0.91,1,51,18,37.0,$500+,10.576923076923077,True,6.311734809152915
Apartment in trendy West,430759899,De Baarsjes - Oud-West,52.367859,4.8664394,Entire Home,223.0,2,0,,0.0,1,0,0,4197.0,$201-500,223.0,False,5.4116460518550396
"Modern, bright and fully furnished apartment",503177962,Zuid,52.35190706,4.856653118,Entire Home,223.0,2,6,2023-04-30,0.22,1,0,0,794.0,$201-500,223.0,False,5.4116460518550396
Beautiful apartment with roofterras,10714666,De Baarsjes - Oud-West,52.36010175,4.857040644,Entire Home,223.0,3,2,2024-11-17,0.25,2,0,2,227.0,$201-500,223.0,False,5.4116460518550396
Origineel overnachten op woonboot,7541276,Noord-Oost,52.3804616,4.9676803,Entire Home,223.0,2,18,2024-08-26,0.82,1,22,1,310.0,$201-500,9.695652173913043,False,5.4116460518550396
Heerlijk luxe en ruim appartement in Amsterdam,503369249,Watergraafsmeer,52.33756,4.9196,Entire Home,223.0,2,2,2023-06-17,0.08,1,0,0,746.0,$201-500,223.0,False,5.4116460518550396
Newly furnished studio,58599884,Bos en Lommer,52.37661,4.84377,Entire Home,223.0,3,8,2023-09-06,0.3,1,0,0,665.0,$201-500,223.0,False,5.4116460518550396
"At the Canal, Calm & Beautiful",35481000,Centrum-Oost,52.3691161,4.8987416,Entire Home,163.0,3,134,2025-06-05,4.93,1,23,59,27.0,$101 -200,6.791666666666667,False,5.099866427824199
"A Modern, Peaceful Unit in Amsterdam",19911456,Oostelijk Havengebied - Indische Buurt,52.37036,4.95079,Entire Home,120.0,7,0,,0.0,1,98,0,4197.0,$101 -200,1.2121212121212122,False,4.795790545596741
Modern loft in Amsterdam,49165704,De Baarsjes - Oud-West,52.37026458,4.851097996,Entire Home,394.0,2,2,2025-04-13,0.07,1,35,1,80.0,$201-500,10.944444444444445,True,5.978885764901122
"Clean and new apartment, de Pijp Amsterdam",503540785,De Pijp - Rivierenbuurt,52.3548111,4.9017614,Entire Home,270.0,2,8,2025-05-19,0.35,1,176,5,44.0,$201-500,1.5254237288135593,False,5.602118820879701
Comfortable apartment in popular 'De Pijp' area,67340012,De Pijp - Rivierenbuurt,52.3528999,4.888792799,Entire Home,199.0,2,4,2024-08-10,0.17,1,6,2,326.0,$101 -200,28.428571428571427,False,5.298317366548036
Magical courtyard rooftop apt,2888943,Watergraafsmeer,52.3545251,4.934509736,Entire Home,223.0,6,1,2024-07-28,0.09,1,0,1,339.0,$201-500,223.0,False,5.4116460518550396
Ruim appartement met dakterras!,308525090,Bos en Lommer,52.37741137,4.861155397,Entire Home,200.0,25,7,2024-09-11,0.27,1,18,3,294.0,$101 -200,10.526315789473685,False,5.303304908059076
Bright apartment near Vondelpark,6326494,Zuid,52.3556597,4.8515858,Entire Home,194.0,2,11,2025-06-09,0.42,1,50,7,23.0,$101 -200,3.803921568627451,False,5.272999558563747
Super located cozy apartment,347551497,Westerpark,52.37911427,4.873478324,Entire Home,223.0,7,3,2023-04-09,0.11,1,0,0,815.0,$201-500,223.0,False,5.4116460518550396
Family home with canal view,7601593,Westerpark,52.39002451,4.884451479,Entire Home,124.0,3,11,2025-05-31,0.44,1,28,4,32.0,$101 -200,4.275862068965517,False,4.8283137373023015
Parkview for two,34287621,De Pijp - Rivierenbuurt,52.35506,4.89888,Private Room,133.0,2,114,2025-06-12,4.53,1,124,48,20.0,$101 -200,1.064,False,4.897839799950911
Sunny Amsterdam Groundfloor Home with Garden,497535317,Oud-Oost,52.3598307,4.9267567,Entire Home,295.0,3,18,2025-05-30,0.67,1,7,5,33.0,$201-500,36.875,False,5.69035945432406
Apartment With Canal View And Terrace,503665873,De Pijp - Rivierenbuurt,52.349135,4.9062452,Entire Home,223.0,2,14,2025-05-09,0.55,1,0,5,54.0,$201-500,223.0,False,5.4116460518550396
Amsterdam Mid-Century Charm with City Views,3974211,Bos en Lommer,52.3783532,4.8492525,Entire Home,176.0,3,6,2025-01-03,0.24,1,109,3,180.0,$101 -200,1.6,False,5.176149732573829
Ruime woning met zonnig balkon,230927482,Slotervaart,52.367646,4.840116,Entire Home,223.0,3,3,2025-01-19,0.17,1,0,2,164.0,$201-500,223.0,False,5.4116460518550396
Unique floating watervilla in Amsterdam,20965087,IJburg - Zeeburgereiland,52.3638771,4.9861091,Entire Home,303.0,3,16,2025-06-08,0.66,1,184,6,24.0,$201-500,1.6378378378378378,False,5.717027701406222
Lovely Boutique Houseboat in the lively Center,83622943,De Baarsjes - Oud-West,52.37241419,4.872522721,Private Room,330.0,2,108,2025-06-09,3.94,1,166,46,23.0,$201-500,1.9760479041916168,False,5.802118375377063
Wake up with the View,77540373,Centrum-West,52.37258788,4.894312313,Entire Home,223.0,3,15,2025-04-27,0.57,3,148,6,66.0,$201-500,1.4966442953020134,False,5.4116460518550396
Flat in the center of Amsterdam,47205615,Centrum-Oost,52.35938649,4.893717294,Entire Home,350.0,1,14,2025-04-27,0.52,1,195,4,66.0,$201-500,1.7857142857142858,False,5.860786223465865
"Urban apartment, edge center, sunny roof terrace",2841843,Watergraafsmeer,52.33988401,4.923110776,Entire Home,223.0,3,2,2023-04-30,0.07,1,0,0,794.0,$201-500,223.0,False,5.4116460518550396
Greenspot,35544915,Slotervaart,52.36169,4.82258,Entire Home,223.0,3,11,2025-04-27,0.5,1,71,3,66.0,$201-500,3.0972222222222223,False,5.4116460518550396
"Ground floor studio, view on canal & garden",504448710,Oud-Noord,52.39350209,4.899826314,Entire Home,223.0,2,47,2024-11-03,1.77,1,0,20,241.0,$201-500,223.0,False,5.4116460518550396
Oasis in trendy Amsterdam East,17537276,Watergraafsmeer,52.35135,4.92043,Entire Home,260.0,1,9,2024-07-21,0.33,1,167,1,346.0,$201-500,1.5476190476190477,False,5.564520407322694
Penthouse Loft with a View,20336096,Oud-Noord,52.38889,4.92222,Entire Home,223.0,2,11,2024-12-01,0.4,1,0,6,213.0,$201-500,223.0,False,5.4116460518550396
"One of a kind, a Piece of art",28237097,De Baarsjes - Oud-West,52.3669402,4.8636538,Entire Home,679.0,2,7,2024-08-27,0.48,1,356,2,309.0,$500+,1.9019607843137254,True,6.522092798170152
Cosy apartment with canal views in Amsterdam,73470095,De Baarsjes - Oud-West,52.36908894,4.871307393,Entire Home,432.0,3,2,2024-07-09,0.14,1,166,1,358.0,$201-500,2.586826347305389,True,6.07073772800249
Cozy 1 bedroom at Rembrandt Park,20225133,De Baarsjes - Oud-West,52.3679,4.85049,Entire Home,223.0,3,2,2023-06-05,0.08,1,0,0,758.0,$201-500,223.0,False,5.4116460518550396
Amsterdam loft with roof terrace,188173319,Westerpark,52.37911346,4.874128415,Entire Home,223.0,3,7,2024-06-18,0.27,1,0,1,379.0,$201-500,223.0,False,5.4116460518550396
Cozy Amsterdam family house baby toddler friendly,97607973,Noord-West,52.42219872,4.889690775,Entire Home,223.0,5,2,2023-05-26,0.08,1,0,0,768.0,$201-500,223.0,False,5.4116460518550396
Spacious Amsterdam flat with sunny outdoor spaces,84282976,Bos en Lommer,52.3841093,4.8473732,Entire Home,227.0,3,7,2024-04-27,0.27,1,365,0,431.0,$201-500,0.6202185792349727,False,5.429345628954441
Luxury canal view suite big and central,74646936,Centrum-West,52.37346,4.89808,Entire Home,303.0,1,62,2025-05-30,2.7,2,162,36,33.0,$201-500,1.8588957055214723,False,5.717027701406222
Canal house in the centre of Amsterdam,68884555,Centrum-West,52.3755038,4.8828602,Private Room,90.0,1,155,2025-05-07,5.74,2,177,49,56.0,$51-100,0.5056179775280899,False,4.51085950651685
rustiek en schoon appartement midden in de pijp.,172532088,De Pijp - Rivierenbuurt,52.35158818,4.896391916,Entire Home,185.0,2,4,2023-06-16,0.15,1,320,0,747.0,$101 -200,0.5763239875389408,False,5.225746673713202
Cosy apartment in the Pijp,18232214,De Pijp - Rivierenbuurt,52.35171902,4.899902344,Entire Home,158.0,4,17,2025-06-01,0.74,1,36,8,31.0,$101 -200,4.27027027027027,False,5.0689042022202315
Cute authentic houseboat in city centre!,6696908,Centrum-Oost,52.3621673,4.900612,Entire Home,301.0,4,19,2025-06-05,0.73,1,28,10,27.0,$201-500,10.379310344827585,False,5.71042701737487
Bright studio in Amsterdam,260726901,Westerpark,52.38298755,4.869492104,Entire Home,223.0,3,9,2024-11-11,0.34,1,0,4,233.0,$201-500,223.0,False,5.4116460518550396
Amsterdam Windmill View,150320217,Westerpark,52.37658,4.87144,Entire Home,223.0,2,3,2025-05-25,2.09,1,0,3,38.0,$201-500,223.0,False,5.4116460518550396
Romantic apartment in Amsterdam East,2553183,Oud-Oost,52.35688654,4.920547927,Entire Home,223.0,7,0,,0.0,1,0,0,4197.0,$201-500,223.0,False,5.4116460518550396
Two person apartment,57380890,De Baarsjes - Oud-West,52.37149,4.85502,Entire Home,194.0,4,11,2024-09-28,0.41,1,89,3,277.0,$101 -200,2.1555555555555554,False,5.272999558563747
NEW: Luxurious Family Apartment | 4BR | 2BATH,46691672,De Pijp - Rivierenbuurt,52.3570514,4.9039377,Entire Home,618.0,3,11,2025-05-03,0.41,6,18,4,60.0,$500+,32.526315789473685,True,6.428105272684596
Apartment in quiet area near city centre,15775832,Zuid,52.34696,4.84965,Entire Home,223.0,4,2,2024-05-06,0.08,1,0,0,422.0,$201-500,223.0,False,5.4116460518550396
Cozy apartment close to center!,11835326,Oud-Oost,52.36586831,4.93144797,Entire Home,204.0,8,1,2023-04-15,0.04,1,170,0,809.0,$201-500,1.1929824561403508,False,5.3230099791384085
Luxury Central Apartment in Amsterdam,364900249,Slotervaart,52.36118,4.83706,Entire Home,223.0,3,12,2025-01-12,0.5,1,0,4,171.0,$201-500,223.0,False,5.4116460518550396
Centrally located appartment  in Amsterdam South,177638561,De Pijp - Rivierenbuurt,52.34661,4.89822,Entire Home,223.0,3,7,2024-09-05,0.28,1,0,2,300.0,$201-500,223.0,False,5.4116460518550396
Spacious Apartment with Rooftop Terrace,10667701,Oostelijk Havengebied - Indische Buurt,52.36015335,4.944936295,Entire Home,213.0,7,4,2024-08-25,0.15,1,4,2,311.0,$201-500,42.6,False,5.365976015021851
Minimalistic flat by the city lake!,353265138,Geuzenveld - Slotermeer,52.37824262,4.822952194,Entire Home,253.0,60,4,2024-08-11,0.15,1,75,1,325.0,$201-500,3.3289473684210527,False,5.537334267018537
Small Twin Room,311323273,Centrum-Oost,52.3649,4.88669,Private Room,156.0,1,12,2025-02-11,0.49,4,345,4,141.0,$101 -200,0.4508670520231214,False,5.056245805348308
Souterrain Twin,311323273,Centrum-Oost,52.36465,4.88516,Private Room,140.0,1,4,2025-02-28,0.85,4,201,4,124.0,$101 -200,0.693069306930693,False,4.948759890378168
Stylish apartment in Amsterdam,77833510,De Pijp - Rivierenbuurt,52.3528402,4.8946649,Entire Home,285.0,2,5,2023-09-25,0.19,1,136,0,646.0,$201-500,2.0802919708029197,False,5.655991810819852
Comfortable family home; free parking,75339434,Geuzenveld - Slotermeer,52.37572204,4.820282617,Entire Home,248.0,4,9,2025-05-04,0.35,1,27,3,59.0,$201-500,8.857142857142858,False,5.517452896464707
"B & B Geuzenveld, Amsterdam",454525842,Geuzenveld - Slotermeer,52.38395891,4.805933759,Private Room,157.0,1,91,2025-06-08,3.7,1,75,34,24.0,$101 -200,2.0657894736842106,False,5.062595033026967
Appartment close to Westerpark,2359815,Westerpark,52.3836509,4.8750179,Entire Home,180.0,2,28,2025-05-04,1.05,1,5,13,59.0,$101 -200,30.0,False,5.198497031265826
5 stars Beautiful Sunny & new Renovated apartment,86051949,Zuid,52.34795,4.87648,Entire Home,400.0,5,6,2024-07-09,0.23,1,337,1,358.0,$201-500,1.183431952662722,True,5.993961427306569
Cozy apartment in Amsterdam Oud West,42101435,De Baarsjes - Oud-West,52.36251667,4.861675017,Entire Home,223.0,4,4,2023-09-17,0.15,1,0,0,654.0,$201-500,223.0,False,5.4116460518550396
Rooftop Apartment with Skyline Views and Terrace,345326420,Centrum-Oost,52.36268772,4.886130659,Entire Home,594.0,1,23,2025-05-30,0.86,1,192,11,33.0,$500+,3.077720207253886,True,6.38856140554563
Luxe gezinswoning (100m2) in trendy amsterdam west,37200357,De Baarsjes - Oud-West,52.3664429,4.851471,Entire Home,223.0,4,2,2023-04-30,0.07,1,0,0,794.0,$201-500,223.0,False,5.4116460518550396
"Cosy, stylish house",38518714,De Aker - Nieuw Sloten,52.34357907,4.823909327,Entire Home,223.0,3,1,2023-05-02,0.04,1,0,0,792.0,$201-500,223.0,False,5.4116460518550396
City Centre Gem,4761847,Centrum-Oost,52.36473523,4.882969152,Entire Home,525.0,3,17,2025-06-04,0.67,2,62,5,28.0,$500+,8.333333333333334,True,6.26530121273771
Appartement met terras Amsterdam,30706065,De Pijp - Rivierenbuurt,52.34268,4.90949,Entire Home,250.0,2,4,2025-04-11,0.16,1,355,1,82.0,$201-500,0.702247191011236,False,5.5254529391317835
Beautiful City Apartment Amsterdam 90m2,7563908,Oud-Oost,52.350099,4.9131585,Entire Home,369.0,5,4,2025-04-21,0.19,1,358,1,72.0,$201-500,1.0278551532033426,False,5.91350300563827
Lovely apartment | quiet area | city center,87090845,Centrum-Oost,52.37293563,4.920699339,Entire Home,223.0,3,3,2023-08-28,0.11,1,0,0,674.0,$201-500,223.0,False,5.4116460518550396
Modern & light appartment Amsterdam City,61102217,Westerpark,52.3846542,4.8708093,Entire Home,214.0,6,6,2024-11-03,0.24,1,80,2,241.0,$201-500,2.6419753086419755,False,5.3706380281276624
Studio in Amsterdam West,20251953,Bos en Lommer,52.37650289,4.844690223,Entire Home,150.0,4,9,2025-04-13,0.35,1,11,5,80.0,$101 -200,12.5,False,5.017279836814924
"Premium apartment, wifi, roof terrace & near park",191042713,De Pijp - Rivierenbuurt,52.3430002,4.8936466,Entire Home,306.0,2,11,2025-05-21,0.48,1,337,6,42.0,$201-500,0.9053254437869822,False,5.726847747587197
Sunny flat in De Pijp with rooftop terrace,2209241,De Pijp - Rivierenbuurt,52.35516,4.89394,Entire Home,223.0,4,8,2025-04-10,0.3,1,5,4,83.0,$201-500,37.166666666666664,False,5.4116460518550396
Beautiful 2BR rented with cat,58813839,Bos en Lommer,52.3748136,4.857392508,Entire Home,223.0,2,4,2024-04-07,0.15,1,0,0,451.0,$201-500,223.0,False,5.4116460518550396
Cozy apartment in Amsterdam,82032528,Bos en Lommer,52.37876051,4.852239432,Entire Home,223.0,2,6,2023-10-15,0.24,1,0,0,626.0,$201-500,223.0,False,5.4116460518550396
Stijlvol Gerenoveerde Woning Amsterdam Zuid,18184896,De Pijp - Rivierenbuurt,52.3563968,4.8903825,Entire Home,336.0,1,11,2025-01-31,0.41,2,4,1,152.0,$201-500,67.2,False,5.820082930352362
Ideal for a family with children I  Cat co-hosting,506372296,Oostelijk Havengebied - Indische Buurt,52.37827732,4.947269792,Entire Home,300.0,4,4,2025-04-28,0.27,1,54,2,65.0,$201-500,5.454545454545454,False,5.707110264748875
Spacious room in new apartment,468828595,De Baarsjes - Oud-West,52.37219293,4.854830094,Private Room,223.0,3,47,2024-05-12,1.74,1,0,0,416.0,$201-500,223.0,False,5.4116460518550396
Stylish & cosy APT.+ Balcony @ Amsterdam Baarsjes,82989291,De Baarsjes - Oud-West,52.36754481,4.850500533,Entire Home,1418.0,3,3,2023-06-08,0.12,1,29,0,755.0,$500+,47.266666666666666,True,7.257707677160043
Modern downtown apartment,83107006,De Baarsjes - Oud-West,52.3637291,4.8780478,Entire Home,223.0,2,17,2025-05-05,0.88,1,0,5,58.0,$201-500,223.0,False,5.4116460518550396
Cosy apartment in De Pijp,184538529,De Pijp - Rivierenbuurt,52.355598,4.88959,Entire Home,190.0,1,1,2023-04-23,0.04,1,319,0,801.0,$101 -200,0.59375,False,5.25227342804663
Motor Yacht Amazone close to centre of Amsterdam,141677638,Buitenveldert - Zuidas,52.33470785,4.850644503,Entire Home,178.0,2,20,2025-06-16,0.8,5,280,13,16.0,$101 -200,0.6334519572953736,False,5.187385805840755
Lovely house with garden and free parking,506557458,Noord-Oost,52.38949394,4.961000561,Entire Home,223.0,3,2,2023-04-28,0.07,1,0,0,796.0,$201-500,223.0,False,5.4116460518550396
Cozy apartment near Vondelpark,77531519,Zuid,52.35527,4.85031,Entire Home,223.0,2,4,2023-10-24,0.15,1,0,0,617.0,$201-500,223.0,False,5.4116460518550396
Cozy apartment in trendy ‘de Pijp’,34358512,De Pijp - Rivierenbuurt,52.35261,4.90678,Entire Home,295.0,3,5,2023-08-30,0.2,1,47,0,672.0,$201-500,6.145833333333333,False,5.69035945432406
Charming apartment with garden,60098351,De Pijp - Rivierenbuurt,52.35727504,4.888547091,Entire Home,891.0,2,13,2024-10-07,0.5,1,16,4,268.0,$500+,52.411764705882355,True,6.79346613258001
Modern and bright apartment for two,226040906,Bos en Lommer,52.37681,4.86065,Entire Home,340.0,1,8,2025-04-27,0.45,1,253,5,66.0,$201-500,1.3385826771653544,False,5.831882477283517
Double Room in our Cosy Canal Apartment,3288592,Westerpark,52.3764,4.8757,Private Room,136.0,2,35,2025-05-25,1.53,1,1,16,38.0,$101 -200,68.0,False,4.919980925828125
